timestamp,ps_1_voltage,ps_1_current,ps_1_output_state,ps_1_oper_cond,ps_1_oper_flags,ps_1_ques_cond,ps_1_fault_flags,ps_1_status_byte,ps_1_errors,ps_2_voltage,ps_2_current,ps_2_output_state,ps_2_oper_cond,ps_2_oper_flags,ps_2_ques_cond,ps_2_fault_flags,ps_2_status_byte,ps_2_errors
1778278288.122738,339.760,0.00000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,,450.00,0.0000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,
1778278289.079212,450.003,0.00000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,,450.00,0.0000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,
1778278289.711313,450.003,0.00000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,,450.00,0.0000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,
1778278290.6496775,450.003,0.00000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,,450.00,0.0000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,
1778278291.4224699,432.424,0.00000,OFF,4,NO_FAULT,0,NONE,0,,326.46,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278292.3595793,089.545,0.00000,OFF,4,NO_FAULT,0,NONE,0,,026.21,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278292.993093,000.030,0.00000,OFF,4,NO_FAULT,0,NONE,0,,000.02,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278293.9248264,000.019,0.00000,OFF,4,NO_FAULT,0,NONE,0,,000.01,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278294.5574026,000.019,0.00000,OFF,4,NO_FAULT,0,NONE,0,,000.02,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278295.4968781,000.019,0.00000,OFF,4,NO_FAULT,0,NONE,0,,000.01,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278296.127407,000.019,0.00000,OFF,4,NO_FAULT,0,NONE,0,,000.01,0.0000,OFF,4,NO_FAULT,0,NONE,0,
1778278297.568299,229.941,0.00000,ON,4,NO_FAULT,0,NONE,0,,450.00,0.0000,ON,4,NO_FAULT,0,NONE,0,
1778278298.1943698,450.003,0.00000,ON,5,"CV_MODE,NO_FAULT",0,NONE,0,,450.00,0.0000,ON,4,NO_FAULT,0,NONE,0,
